"Date","Number 1","Number 2","Number 3","Number 4","Number 5","Megaball","Megaplier","Jackpot"
"02/03/2017","3","30","6","64","29","3","5","20000000.0000"
"01/31/2017","3","27","14","72","62","4","3","15000000.0000"
"01/27/2017","61","53","54","17","37","8","3","188000000.0000"
"01/24/2017","54","67","42","63","8","11","4","177000000.0000"
"01/20/2017","41","24","7","53","9","14","3","162000000.0000"
"01/17/2017","20","54","59","31","56","3","5","150000000.0000"
"01/13/2017","74","58","10","44","75","11","3","137000000.0000"
"01/10/2017","41","11","40","59","20","15","5","126000000.0000"
"01/06/2017","10","47","54","6","44","6","5","117000000.0000"
"01/03/2017","49","16","14","23","53","12","2","105000000.0000"
"12/30/2016","6","43","33","39","21","2","2","96000000.0000"
"12/27/2016","30","2","39","28","38","11","4","85000000.0000"
"12/23/2016","60","69","39","30","21","15","5","76000000.0000"
"12/20/2016","12","48","65","1","14","2","5","67000000.0000"
"12/16/2016","1","43","36","15","8","6","5","59000000.0000"
"12/13/2016","41","34","2","26","15","14","5","51000000.0000"
"12/09/2016","47","68","19","27","67","1","5","43000000.0000"
"12/06/2016","13","34","48","53","63","12","4","35000000.0000"
"12/02/2016","49","3","51","33","35","1","2","30000000.0000"
"11/29/2016","51","33","49","59","22","8","4","25000000.0000"
"11/25/2016","69","44","75","47","49","10","3","20000000.0000"
"11/22/2016","45","69","1","66","43","7","5","15000000.0000"
"11/18/2016","31","32","49","55","58","15","5","82000000.0000"
"11/15/2016","23","57","71","9","17","6","3","73000000.0000"
"11/11/2016","40","16","53","59","47","11","5","65000000.0000"
"11/08/2016","48","74","46","53","61","12","4","54000000.0000"
"11/04/2016","29","32","10","46","44","10","3","47000000.0000"
"11/01/2016","39","19","31","24","45","13","2","40000000.0000"
"10/28/2016","38","66","7","46","57","2","5","35000000.0000"
"10/25/2016","24","49","67","9","8","13","3","30000000.0000"
"10/21/2016","44","48","12","43","66","3","4","25000000.0000"
"10/18/2016","24","7","74","28","65","1","2","20000000.0000"
"10/14/2016","64","74","27","60","7","5","3","15000000.0000"
"10/11/2016","42","45","39","48","36","3","2","49000000.0000"
"10/07/2016","42","65","37","50","24","14","2","41000000.0000"
"10/04/2016","54","30","29","66","18","1","5","35000000.0000"
"09/30/2016","50","21","57","47","30","9","5","30000000.0000"
"09/27/2016","16","53","72","14","26","4","4","25000000.0000"
"09/23/2016","8","62","5","1","25","14","3","20000000.0000"
"09/20/2016","2","62","34","22","72","2","5","15000000.0000"
"09/16/2016","40","34","13","21","28","15","3","133000000.0000"
"09/13/2016","6","17","39","15","56","15","3","122000000.0000"
"09/09/2016","43","1","34","63","44","11","4","111000000.0000"
"09/06/2016","37","69","58","75","25","8","3","101000000.0000"
"09/02/2016","28","41","22","60","46","3","3","92000000.0000"
"08/30/2016","32","51","71","41","28","11","4","84000000.0000"
"08/26/2016","41","44","31","11","10","14","2","76000000.0000"
"08/23/2016","61","7","46","2","66","1","2","69000000.0000"
"08/19/2016","73","65","22","37","45","13","5","61000000.0000"
"08/16/2016","43","2","62","63","52","6","5","52000000.0000"
"08/12/2016","41","56","4","44","69","10","4","45000000.0000"
"08/09/2016","12","20","66","44","19","1","5","38000000.0000"
"08/05/2016","5","54","28","18","74","6","4","30000000.0000"
"08/02/2016","12","70","36","3","54","12","5","25000000.0000"
"07/29/2016","31","19","11","16","48","4","5","20000000.0000"
"07/26/2016","4","36","1","54","31","9","3","15000000.0000"
"07/22/2016","8","24","25","26","30","7","4","15000000.0000"
"07/19/2016","65","34","54","66","3","4","5","25000000.0000"
"07/15/2016","58","51","16","52","56","4","2","20000000.0000"
"07/12/2016","22","8","6","46","68","4","4","15000000.0000"
"07/08/2016","20","19","55","73","8","5","2","540000000.0000"
"07/05/2016","29","64","46","53","73","10","5","454000000.0000"
"07/01/2016","49","45","20","42","41","14","2","415000000.0000"
"06/28/2016","55","17","15","20","35","7","2","390000000.0000"
"06/24/2016","54","57","63","14","11","11","5","363000000.0000"
"06/21/2016","49","50","13","6","21","10","5","333000000.0000"
"06/17/2016","59","20","23","30","44","9","5","310000000.0000"
"06/14/2016","37","52","36","38","62","6","5","293000000.0000"
"06/10/2016","34","66","67","68","61","7","5","280000000.0000"
"06/07/2016","72","65","51","25","48","4","4","260000000.0000"
"06/03/2016","32","71","54","66","65","10","3","251000000.0000"
"05/31/2016","9","41","49","31","34","8","5","235000000.0000"
"05/27/2016","41","50","70","18","68","9","3","218000000.0000"
"05/24/2016","70","50","11","51","75","15","4","203000000.0000"
"05/20/2016","26","24","19","68","40","8","2","187000000.0000"
"05/17/2016","48","27","75","17","24","6","3","174000000.0000"
"05/13/2016","66","20","54","38","21","7","4","161000000.0000"
"05/10/2016","56","74","22","46","12","4","3","150000000.0000"
"05/06/2016","32","26","14","27","36","7","4","138000000.0000"
"05/03/2016","28","36","45","33","29","15","5","128000000.0000"
"04/29/2016","5","37","74","6","55","10","5","118000000.0000"
"04/26/2016","16","14","48","17","28","2","2","108000000.0000"
"04/22/2016","19","42","60","21","2","13","5","97000000.0000"
"04/19/2016","28","9","40","57","65","2","5","89000000.0000"
"04/15/2016","37","10","34","73","9","9","5","80000000.0000"
"04/12/2016","59","7","62","63","11","3","5","72000000.0000"
"04/08/2016","38","52","71","65","31","15","3","65000000.0000"
"04/05/2016","57","53","13","45","52","10","5","57000000.0000"
"04/01/2016","41","69","25","28","33","6","2","50000000.0000"
"03/29/2016","38","40","46","33","49","15","5","43000000.0000"
"03/25/2016","35","11","12","46","4","12","2","35000000.0000"
"03/22/2016","34","6","19","70","38","5","5","30000000.0000"
"03/18/2016","73","57","59","8","5","13","5","25000000.0000"
"03/15/2016","30","26","68","18","44","7","4","20000000.0000"
"03/11/2016","71","14","54","18","48","13","4","15000000.0000"
"03/08/2016","37","66","27","69","54","5","5","157000000.0000"
"03/04/2016","26","48","73","21","33","14","4","144000000.0000"
"03/01/2016","55","33","34","29","1","6","5","135000000.0000"
"02/26/2016","74","15","19","3","62","14","4","125000000.0000"
"02/23/2016","39","53","16","32","57","10","5","114000000.0000"
"02/19/2016","27","50","41","2","75","4","4","104000000.0000"
"02/16/2016","64","31","33","9","46","4","3","94000000.0000"
"02/12/2016","68","44","1","7","73","1","3","87000000.0000"
"02/09/2016","71","56","3","46","42","13","4","80000000.0000"
"02/05/2016","23","4","75","6","55","2","3","71000000.0000"
"02/02/2016","7","25","70","51","13","9","4","63000000.0000"
"01/29/2016","28","51","20","52","49","6","2","56000000.0000"
"01/26/2016","14","27","39","50","69","2","2","48000000.0000"
"01/22/2016","56","25","46","21","40","3","5","39000000.0000"
"01/19/2016","47","2","39","17","31","9","2","30000000.0000"
"01/15/2016","53","70","41","29","54","12","2","22000000.0000"
"01/12/2016","29","15","48","31","27","15","4","15000000.0000"
"01/08/2016","51","39","11","57","75","2","5","165000000.0000"
"01/05/2016","36","57","1","48","4","13","5","145000000.0000"
"01/01/2016","18","37","39","7","38","9","5","130000000.0000"
"12/29/2015","55","20","74","25","62","7","3","117000000.0000"
"12/25/2015","15","44","25","29","51","4","4","104000000.0000"
"12/22/2015","70","21","50","11","40","15","3","94000000.0000"
"12/18/2015","28","62","6","23","24","7","5","85000000.0000"
"12/15/2015","47","25","61","51","18","5","5","74000000.0000"
"12/11/2015","14","43","69","54","20","5","4","66000000.0000"
"12/08/2015","7","17","37","73","49","15","3","57000000.0000"
"12/04/2015","61","42","73","26","47","6","5","47000000.0000"
"12/01/2015","7","25","50","5","59","12","2","39000000.0000"
"11/27/2015","59","20","39","16","56","12","3","31000000.0000"
"11/24/2015","38","19","2","30","70","8","4","25000000.0000"
"11/20/2015","12","67","29","37","9","15","2","20000000.0000"
"11/17/2015","12","18","14","61","24","10","3","15000000.0000"
"11/13/2015","17","31","18","59","35","9","5","200000000.0000"
"11/10/2015","8","45","17","71","20","4","4","180000000.0000"
"11/06/2015","50","72","35","31","10","8","3","164000000.0000"
"11/03/2015","44","16","69","29","74","12","5","144000000.0000"
"10/30/2015","17","56","53","51","41","15","5","129000000.0000"
"10/27/2015","27","9","29","74","26","4","3","117000000.0000"
"10/23/2015","25","70","45","32","37","1","5","105000000.0000"
"10/20/2015","52","35","6","38","25","4","4","93000000.0000"
"10/16/2015","48","2","61","38","68","4","3","84000000.0000"
"10/13/2015","52","38","9","7","24","1","5","75000000.0000"
"10/09/2015","8","63","75","9","21","14","4","65000000.0000"
"10/06/2015","17","63","58","66","64","13","3","55000000.0000"
"10/02/2015","4","47","29","14","31","9","2","47000000.0000"
"09/29/2015","21","62","8","61","30","9","3","39000000.0000"
"09/25/2015","51","8","38","3","64","4","5","31000000.0000"
"09/22/2015","30","38","51","28","45","8","5","25000000.0000"
"09/18/2015","17","35","34","65","51","7","3","20000000.0000"
"09/15/2015","35","56","49","7","20","9","4","15000000.0000"
"09/11/2015","31","5","50","67","11","14","2","106000000.0000"
"09/08/2015","20","36","46","41","19","7","3","95000000.0000"
"09/04/2015","21","52","17","39","57","5","5","85000000.0000"
"09/01/2015","40","54","5","35","2","13","5","74000000.0000"
"08/28/2015","40","68","13","60","35","9","4","64000000.0000"
"08/25/2015","59","44","54","63","5","1","5","55000000.0000"
"08/21/2015","21","15","13","72","41","1","5","47000000.0000"
"08/18/2015","2","39","7","53","33","9","3","39000000.0000"
"08/14/2015","52","12","15","71","20","3","4","30000000.0000"
"08/11/2015","57","29","8","68","3","8","4",""
"08/07/2015","66","53","38","1","63","10","3","20000000.0000"
"08/04/2015","51","19","44","2","57","14","2","15000000.0000"
"07/31/2015","33","32","46","28","40","10","4","25000000.0000"
"07/28/2015","75","35","68","61","8","15","5","20000000.0000"
"07/24/2015","10","62","60","26","12","13","5","15000000.0000"
"07/21/2015","74","30","20","65","62","1","5","152000000.0000"
"07/17/2015","30","6","31","41","17","15","3","140000000.0000"
"07/14/2015","35","24","72","19","30","5","3","123000000.0000"
"07/10/2015","24","27","54","45","51","8","3","106000000.0000"
"07/07/2015","6","49","16","28","15","14","3","96000000.0000"
"07/03/2015","33","50","64","71","72","9","4","84000000.0000"
"06/30/2015","43","34","17","11","50","15","4","74000000.0000"
"06/26/2015","33","12","50","47","23","3","5","64000000.0000"
"06/23/2015","38","70","56","13","6","2","5","52000000.0000"
"06/19/2015","4","52","36","68","35","8","3","44000000.0000"
"06/16/2015","56","26","67","19","8","14","2","35000000.0000"
"06/12/2015","42","40","56","62","1","2","5","26000000.0000"
"06/09/2015","17","16","6","25","36","7","5","20000000.0000"
"06/05/2015","49","7","27","41","22","10","4","15000000.0000"
"06/02/2015","2","11","22","9","23","12","4","260000000.0000"
"05/29/2015","49","38","66","20","27","2","4","233000000.0000"
"05/26/2015","72","52","69","39","1","12","4","214000000.0000"
"05/22/2015","48","15","25","14","3","8","5","194000000.0000"
"05/19/2015","65","10","21","29","12","10","5","173000000.0000"
"05/15/2015","36","11","17","21","74","15","5","159000000.0000"
"05/12/2015","44","30","14","36","33","2","5","140000000.0000"
"05/08/2015","25","21","9","66","72","7","3","126000000.0000"
"05/05/2015","21","42","62","11","71","7","5","110000000.0000"
"05/01/2015","61","66","18","17","74","3","3","96000000.0000"
"04/28/2015","63","27","58","22","55","11","5","85000000.0000"
"04/24/2015","24","67","47","25","29","4","4","74000000.0000"
"04/21/2015","35","69","41","31","33","11","5","65000000.0000"
"04/17/2015","50","18","29","41","15","5","2","55000000.0000"
"04/14/2015","68","7","71","25","3","3","5","47000000.0000"
"04/10/2015","68","6","11","32","46","9","2","39000000.0000"
"04/07/2015","22","15","26","5","64","6","4","30000000.0000"
"04/03/2015","10","74","63","36","47","2","5","25000000.0000"
"03/31/2015","26","61","41","73","8","11","5","20000000.0000"
"03/27/2015","58","17","70","36","21","3","5","15000000.0000"
"03/24/2015","23","2","45","55","32","12","2","59000000.0000"
"03/20/2015","7","54","61","75","50","7","4","51000000.0000"
"03/17/2015","44","45","11","58","27","3","5","42000000.0000"
"03/13/2015","42","45","8","30","22","3","5","33000000.0000"
"03/10/2015","73","10","30","14","19","14","5","25000000.0000"
"03/06/2015","55","73","30","48","68","5","3","20000000.0000"
"03/03/2015","11","9","44","50","42","3","4","15000000.0000"
"02/27/2015","60","53","7","64","49","4","2","127000000.0000"
"02/24/2015","23","26","66","15","45","4","3","112000000.0000"
"02/20/2015","8","2","6","66","52","13","3","100000000.0000"
"02/17/2015","50","66","45","65","6","1","5","88000000.0000"
"02/13/2015","4","74","44","20","65","14","3","74000000.0000"
"02/10/2015","42","58","71","7","53","15","2","61000000.0000"
"02/06/2015","6","68","33","17","5","13","3","49000000.0000"
"02/03/2015","25","22","69","11","58","13","5","40000000.0000"
"01/30/2015","31","45","18","39","55","6","5","32000000.0000"
"01/27/2015","44","5","57","27","26","7","3","25000000.0000"
"01/23/2015","68","72","15","32","14","8","2","20000000.0000"
"01/20/2015","63","56","35","31","59","6","5","15000000.0000"
"01/16/2015","26","32","44","58","45","11","3","270000000.0000"
"01/13/2015","20","50","12","51","25","7","5","246000000.0000"
"01/09/2015","37","56","50","49","57","8","5","221000000.0000"
"01/06/2015","20","12","27","38","75","4","3","206000000.0000"
"01/02/2015","35","15","62","74","13","12","4","188000000.0000"
"12/30/2014","63","3","67","44","7","12","4","172000000.0000"
"12/26/2014","10","20","2","38","5","14","3","156000000.0000"
"12/23/2014","31","56","66","10","4","7","3","142000000.0000"
"12/19/2014","59","58","14","68","18","4","3","125000000.0000"
"12/16/2014","68","58","41","72","73","1","5","113000000.0000"
"12/12/2014","58","46","65","31","2","7","5","102000000.0000"
"12/09/2014","45","52","49","27","51","14","5","91000000.0000"
"12/05/2014","59","5","11","51","4","5","5","80000000.0000"
"12/02/2014","49","18","13","22","62","11","5","70000000.0000"
"11/28/2014","47","26","29","8","36","10","3","61000000.0000"
"11/25/2014","29","10","47","11","56","4","2","52000000.0000"
"11/21/2014","37","63","3","12","35","15","2","43000000.0000"
"11/18/2014","53","68","39","37","75","6","2","35000000.0000"
"11/14/2014","68","62","49","3","61","15","5","26000000.0000"
"11/11/2014","28","75","23","30","25","11","5","20000000.0000"
"11/07/2014","66","35","31","41","65","5","5","15000000.0000"
"11/04/2014","15","24","41","9","39","1","4","321000000.0000"
"10/31/2014","67","11","58","36","29","15","2","284000000.0000"
"10/28/2014","3","57","60","50","58","11","5","252000000.0000"
"10/24/2014","2","55","21","28","14","3","3","224000000.0000"
"10/21/2014","41","5","35","66","37","11","5","200000000.0000"
"10/17/2014","60","31","43","56","21","12","4","180000000.0000"
"10/14/2014","46","37","64","11","68","15","3","166000000.0000"
"10/10/2014","32","59","35","2","50","3","5","150000000.0000"
"10/07/2014","46","55","29","48","16","2","3","136000000.0000"
"10/03/2014","20","58","3","34","67","6","3","120000000.0000"
"09/30/2014","61","52","54","16","3","6","5","105000000.0000"
"09/26/2014","26","35","62","17","46","9","5","93000000.0000"
"09/23/2014","43","21","24","40","25","12","5","83000000.0000"
"09/19/2014","16","34","25","29","27","2","2","72000000.0000"
"09/16/2014","73","51","53","25","45","2","2","62000000.0000"
"09/12/2014","36","18","28","33","42","7","3","52000000.0000"
"09/09/2014","70","55","25","34","71","1","4","41000000.0000"
"09/05/2014","12","24","7","20","59","7","2","33000000.0000"
"09/02/2014","72","69","8","1","54","1","3","25000000.0000"
"08/29/2014","58","73","26","3","45","12","2","20000000.0000"
"08/26/2014","31","64","60","29","51","1","5","15000000.0000"
"08/22/2014","31","34","5","74","41","3","5","180000000.0000"
"08/19/2014","71","22","67","39","56","15","4","160000000.0000"
"08/15/2014","28","19","29","16","68","9","2","144000000.0000"
"08/12/2014","63","32","53","60","68","6","4","128000000.0000"
"08/08/2014","9","70","61","16","75","7","5","115000000.0000"
"08/05/2014","53","28","45","36","25","6","5","100000000.0000"
"08/01/2014","13","34","72","37","29","6","5","87000000.0000"
"07/29/2014","2","16","43","74","8","1","4","77000000.0000"
"07/25/2014","33","29","41","68","22","12","5","67000000.0000"
"07/22/2014","31","47","22","14","18","15","3","58000000.0000"
"07/18/2014","5","59","65","8","72","3","3","50000000.0000"
"07/15/2014","40","2","17","4","36","5","2","41000000.0000"
"07/11/2014","13","9","30","35","69","10","5","32000000.0000"
"07/08/2014","48","27","25","49","14","9","5","25000000.0000"
"07/04/2014","58","33","39","16","69","2","5","20000000.0000"
"07/01/2014","9","47","38","49","22","15","3","15000000.0000"
"06/27/2014","46","64","29","15","31","10","3","33000000.0000"
"06/24/2014","65","47","24","17","13","10","4","25000000.0000"
"06/20/2014","25","1","56","29","22","3","5","20000000.0000"
"06/17/2014","24","60","14","10","47","3","4","15000000.0000"
"06/13/2014","7","46","38","49","56","1","5","66000000.0000"
"06/10/2014","74","10","24","2","26","7","5","55000000.0000"
"06/06/2014","49","37","12","72","29","9","4","45000000.0000"
"06/03/2014","62","19","66","74","28","6","3","34000000.0000"
"05/30/2014","42","10","13","43","62","2","4","26000000.0000"
"05/27/2014","1","46","58","10","6","13","2","20000000.0000"
"05/23/2014","21","70","14","38","12","15","4","15000000.0000"
"05/20/2014","40","64","63","10","69","7","2","149000000.0000"
"05/16/2014","56","14","13","16","50","11","5","136000000.0000"
"05/13/2014","46","48","37","70","74","1","2","121000000.0000"
"05/09/2014","39","10","59","28","51","14","2","105000000.0000"
"05/06/2014","18","51","48","27","20","5","3","92000000.0000"
"05/02/2014","18","1","35","26","40","13","5","81000000.0000"
"04/29/2014","61","66","43","59","7","3","3","68000000.0000"
"04/25/2014","11","66","18","20","3","9","2","59000000.0000"
"04/22/2014","18","49","2","50","19","1","3","48000000.0000"
"04/18/2014","45","18","25","38","63","9","2","38000000.0000"
"04/15/2014","39","4","70","46","47","13","3","28000000.0000"
"04/11/2014","3","44","42","47","57","8","5","20000000.0000"
"04/08/2014","35","71","36","41","60","3","3","15000000.0000"
"04/04/2014","15","10","54","1","41","9","2","30000000.0000"
"04/01/2014","68","23","74","10","75","9","5","20000000.0000"
"03/28/2014","2","9","50","3","73","12","3","15000000.0000"
"03/25/2014","19","57","51","26","73","15","3","20000000.0000"
"03/21/2014","2","23","30","35","53","10","5","15000000.0000"
"03/18/2014","51","24","11","33","19","7","3","400000000.0000"
"03/14/2014","7","69","54","20","40","12","3","353000000.0000"
"03/11/2014","56","14","9","69","57","10","4","309000000.0000"
"03/07/2014","51","11","69","57","13","1","4","270000000.0000"
"03/04/2014","10","35","31","45","29","10","2","240000000.0000"
"02/28/2014","50","31","59","58","3","6","4","216000000.0000"
"02/25/2014","66","35","18","12","25","15","5","195000000.0000"
"02/21/2014","45","23","46","29","32","15","5","172000000.0000"
"02/18/2014","70","31","29","23","37","14","5","154000000.0000"
"02/14/2014","20","35","28","71","72","7","3","139000000.0000"
"02/11/2014","67","64","43","71","73","4","2","122000000.0000"
"02/07/2014","64","35","11","23","21","10","3","107000000.0000"
"02/04/2014","60","25","73","44","49","9","3","94000000.0000"
"01/31/2014","9","13","47","3","52","8","4","84000000.0000"
"01/28/2014","16","53","60","28","7","2","3","71000000.0000"
"01/24/2014","46","65","45","47","22","10","5","62000000.0000"
"01/21/2014","45","33","8","52","23","4","4","51000000.0000"
"01/17/2014","1","10","31","26","51","11","4","41000000.0000"
"01/14/2014","4","69","23","26","62","13","3","30000000.0000"
"01/10/2014","8","37","36","57","28","8","3","20000000.0000"
"01/07/2014","13","34","64","62","56","6","5","15000000.0000"
"01/03/2014","25","70","24","22","40","5","5","61000000.0000"
"12/31/2013","58","12","8","52","34","8","3","47000000.0000"
"12/27/2013","4","48","15","49","35","11","5","35000000.0000"
"12/24/2013","73","53","58","34","23","2","3","22000000.0000"
"12/20/2013","49","3","31","4","57","6","2","15000000.0000"
"12/17/2013","8","20","14","17","39","7","4","636000000.0000"
"12/13/2013","27","26","24","19","70","12","2","425000000.0000"
"12/10/2013","65","22","41","5","12","13","2","344000000.0000"
"12/06/2013","64","11","44","63","29","3","3","297000000.0000"
"12/03/2013","12","41","7","44","59","3","3","257000000.0000"
"11/29/2013","41","9","43","57","47","5","4","230000000.0000"
"11/26/2013","74","59","27","44","75","3","5","205000000.0000"
"11/22/2013","44","23","36","35","17","8","3","181000000.0000"
"11/19/2013","14","63","49","29","15","2","3","165000000.0000"
"11/15/2013","54","63","49","44","25","8","4","149000000.0000"
"11/12/2013","20","71","32","42","30","15","5","132000000.0000"
"11/08/2013","41","42","65","51","57","7","2","115000000.0000"
"11/05/2013","74","11","2","64","42","2","5","99000000.0000"
"11/01/2013","49","35","32","62","67","1","5","87000000.0000"
"10/29/2013","54","53","33","50","20","7","3","75000000.0000"
"10/25/2013","45","16","60","54","6","15","2","65000000.0000"
"10/22/2013","3","2","19","71","52","14","5","55000000.0000"
"10/18/2013","5","45","20","56","48","1","4","37000000.0000"
"10/15/2013","4","43","30","23","50","11","4","29000000.0000"
"10/11/2013","48","45","37","3","27","46","4","22000000.0000"
"10/08/2013","19","23","15","6","40","5","3","14000000.0000"
"10/04/2013","25","44","4","16","24","5","3","12000000.0000"
"10/01/2013","53","30","10","37","7","1","3","189000000.0000"
"09/27/2013","27","23","49","51","9","38","2","173000000.0000"
"09/24/2013","4","39","32","11","40","33","3","160000000.0000"
"09/20/2013","15","20","21","1","47","34","2","145000000.0000"
"09/17/2013","15","6","39","27","31","25","2","130000000.0000"
"09/13/2013","48","9","28","54","22","8","4","119000000.0000"
"09/10/2013","12","2","54","56","18","1","3","106000000.0000"
"09/06/2013","2","17","41","16","22","31","4","95000000.0000"
"09/03/2013","28","4","41","14","13","28","3","85000000.0000"
"08/30/2013","6","43","24","44","19","33","2","77000000.0000"
"08/27/2013","7","4","36","38","30","38","4","69000000.0000"
"08/23/2013","1","53","17","20","9","14","4","60000000.0000"
"08/20/2013","13","35","38","28","41","33","3","51000000.0000"
"08/16/2013","13","26","46","7","36","37","4","43000000.0000"
"08/13/2013","2","41","37","31","32","40","4","36000000.0000"
"08/09/2013","34","11","38","30","20","12","3","28000000.0000"
"08/06/2013","11","51","55","1","16","41","3","20000000.0000"
"08/02/2013","39","8","21","23","25","4","2","13000000.0000"
"07/30/2013","25","27","44","42","36","39","3","12000000.0000"
"07/26/2013","22","4","27","23","38","42","4","19000000.0000"
"07/23/2013","51","32","25","50","35","46","3","13000000.0000"
"07/19/2013","16","24","39","20","42","46","3","12000000.0000"
"07/16/2013","14","53","21","40","10","20","2","20000000.0000"
"07/12/2013","5","27","51","25","4","10","3","13000000.0000"
"07/09/2013","21","43","3","48","45","14","2","12000000.0000"
"07/05/2013","23","41","47","54","2","42","4","79000000.0000"
"07/02/2013","52","53","42","36","51","40","4","70000000.0000"
"06/28/2013","8","52","46","35","15","38","4","61000000.0000"
"06/25/2013","3","5","28","33","51","16","2","52000000.0000"
"06/21/2013","3","50","40","17","14","3","3","44000000.0000"
"06/18/2013","6","17","34","48","40","30","2","36000000.0000"
"06/14/2013","2","34","5","31","33","20","4","29000000.0000"
"06/11/2013","45","40","15","50","53","28","4","21000000.0000"
"06/07/2013","37","1","55","48","10","21","4","14000000.0000"
"06/04/2013","11","20","55","10","12","19","3","12000000.0000"
"05/31/2013","44","26","20","46","2","26","3","30000000.0000"
"05/28/2013","25","4","32","54","12","36","4","23000000.0000"
"05/24/2013","4","16","5","53","18","28","4","15000000.0000"
"05/21/2013","55","15","48","2","17","11","4","12000000.0000"
"05/17/2013","35","11","49","43","15","41","4","190000000.0000"
"05/14/2013","12","32","6","28","10","38","4","170000000.0000"
"05/10/2013","20","49","1","39","19","28","4","154000000.0000"
"05/07/2013","1","20","13","51","6","31","4","139000000.0000"
"05/03/2013","54","2","42","34","20","39","2","126000000.0000"
"04/30/2013","49","39","21","34","30","43","3","114000000.0000"
"04/26/2013","17","54","42","55","49","31","4","103000000.0000"
"04/23/2013","21","50","22","9","32","10","3","92000000.0000"
"04/19/2013","8","6","22","43","12","28","4","83000000.0000"
"04/16/2013","2","39","18","15","5","42","2","74000000.0000"
"04/12/2013","10","21","13","19","1","28","3","66000000.0000"
"04/09/2013","54","17","30","41","48","13","4","56000000.0000"
"04/05/2013","23","36","15","8","41","5","3","50000000.0000"
"04/02/2013","47","10","40","14","7","34","4","42000000.0000"
"03/29/2013","25","31","46","53","36","21","4","34000000.0000"
"03/26/2013","51","33","49","46","20","46","4","26000000.0000"
"03/22/2013","14","41","34","37","27","38","4","20000000.0000"
"03/19/2013","3","37","6","21","14","35","3","13000000.0000"
"03/15/2013","8","22","4","32","17","8","2","12000000.0000"
"03/12/2013","9","12","19","30","20","39","4","41000000.0000"
"03/08/2013","25","11","4","35","34","44","4","33000000.0000"
"03/05/2013","46","39","20","6","41","42","3","26000000.0000"
"03/01/2013","51","43","30","17","38","20","4","19000000.0000"
"02/26/2013","6","7","13","43","15","7","4","13000000.0000"
"02/22/2013","13","38","9","49","24","30","3","12000000.0000"
"02/19/2013","15","30","1","19","56","28","3","26000000.0000"
"02/15/2013","11","42","35","44","41","42","4","20000000.0000"
"02/12/2013","9","38","55","32","22","44","3","13000000.0000"
"02/08/2013","20","39","15","50","6","5","4","12000000.0000"
"02/05/2013","44","26","10","5","2","46","4","19000000.0000"
"02/01/2013","41","1","32","30","40","17","3","13000000.0000"
"01/29/2013","27","47","12","46","8","6","3","12000000.0000"
"01/25/2013","11","17","31","48","12","1","4","89000000.0000"
"01/22/2013","16","39","7","54","11","13","3","80000000.0000"
"01/18/2013","42","49","8","18","25","14","3","70000000.0000"
"01/15/2013","19","1","41","12","6","14","4","62000000.0000"
"01/11/2013","29","56","24","34","30","1","4","55000000.0000"
"01/08/2013","3","38","20","21","42","19","4","47000000.0000"
"01/04/2013","2","23","55","25","1","39","4","39000000.0000"
"01/01/2013","11","21","4","44","25","29","4","30000000.0000"
"12/28/2012","10","41","32","13","40","32","4","25000000.0000"
"12/25/2012","2","48","3","18","34","36","4","18000000.0000"
"12/21/2012","32","18","3","41","56","19","3","12000000.0000"
"12/18/2012","7","18","29","1","6","16","3","12000000.0000"
"12/14/2012","41","28","11","33","43","41","4","35000000.0000"
"12/11/2012","44","54","39","52","51","13","4","27000000.0000"
"12/07/2012","43","7","44","51","56","4","3","20000000.0000"
"12/04/2012","19","32","3","43","24","44","4","13000000.0000"
"11/30/2012","24","31","28","11","22","46","3","12000000.0000"
"11/27/2012","42","26","12","5","49","24","4","49000000.0000"
"11/23/2012","47","37","8","44","48","27","4","41000000.0000"
"11/20/2012","9","52","13","22","38","44","4","33000000.0000"
"11/16/2012","26","5","24","53","29","36","4","26000000.0000"
"11/13/2012","12","31","6","46","56","34","2","19000000.0000"
"11/09/2012","35","18","40","33","22","11","4","13000000.0000"
"11/06/2012","35","32","3","5","13","6","3","12000000.0000"
"11/02/2012","38","18","4","44","22","24","3","32000000.0000"
"10/30/2012","29","5","12","56","18","38","4","27000000.0000"
"10/26/2012","36","4","24","40","15","44","2","21000000.0000"
"10/23/2012","42","55","17","1","46","1","2","13000000.0000"
"10/19/2012","14","48","36","34","53","42","3","12000000.0000"
"10/16/2012","37","46","52","13","40","29","4","61000000.0000"
"10/12/2012","26","24","10","6","42","15","4","53000000.0000"
"10/09/2012","22","15","6","16","37","3","4","45000000.0000"
"10/05/2012","9","16","32","8","39","15","3","36000000.0000"
"10/02/2012","55","20","11","10","42","9","4","28000000.0000"
"09/28/2012","6","14","8","56","43","28","4","21000000.0000"
"09/25/2012","50","51","23","8","7","26","3","14000000.0000"
"09/21/2012","13","55","3","14","46","34","4","12000000.0000"
"09/18/2012","9","5","22","49","36","36","3","15000000.0000"
"09/14/2012","40","21","51","16","17","20","4","12000000.0000"
"09/11/2012","20","5","33","36","11","11","3","120000000.0000"
"09/07/2012","32","42","15","46","38","31","4","105000000.0000"
"09/04/2012","41","39","53","32","16","16","3","93000000.0000"
"08/31/2012","40","47","48","31","41","45","3","83000000.0000"
"08/28/2012","9","50","40","45","4","39","4","73000000.0000"
"08/24/2012","45","34","46","25","49","34","2","65000000.0000"
